﻿grade	subject	unit	question	answer	choice2	choice3	choice4	explanation	difficulty	tags
中学1年	数学	正負の数	海面の高さを 0m としたとき、「海抜 200m」を正の符号または負の符号をつけて表しなさい。	+200m	-200m	200m	0m	基準となる0mより高い位置をプラスの符号で表します。	基本	用語
中学1年	数学	正負の数	海面の高さを0mとしたとき、海抜200mを+200mと表すならば、海面下350mはどう表されますか。	-350m	350m	+350m	0m	基準となる0mより低い位置にある数量は、負の符号をつけて表します。	基本	正負の数
中学1年	数学	正負の数	数直線上で -3 からの距離が 5 である数をすべて答えなさい。	2と-8	8と-2	2と-2	5と-5	-3から右に5進むと2、左に5進むと-8になります。	標準	正負の数
中学1年	数学	正負の数	数直線上で、ある数に対応する点と原点との距離を何といいますか。	絶対値	整数	自然数	座標	絶対値は距離を表すため、常に0以上の値になります。[49, 50]	基本	正負の数
中学1年	数学	正負の数	数直線上で「-1.5」に対応する点から「距離が2」離れている点をすべて答えなさい。	0.5と-3.5	0.5と-2.5	3.5と-0.5	0.5	-1.5を起点に右へ2進むと0.5、左へ2進むと-3.5になります。	標準	正負の数
中学1年	数学	正負の数	数直線上で「-2からの距離が3」である数をすべて答えなさい。	1と-5	-1と5	1と-1	3と-3	-2から右に3進むと1、左に3進むと-5になります。	基本	正負の数
中学1年	数学	正負の数	数直線上で原点から 4 離れている数をすべて答えなさい。	4と-4	4	0と4	-4	原点からの距離が4である数は、正の方向と負の方向に1つずつあります。	基本	絶対値
中学1年	数学	正負の数	整数には、1、2、3...のような正の整数と、-1、-2、-3...のような負の整数と、ほかに何がありますか。	0	自然数	小数	分数	整数は「正の整数（自然数）」「0」「負の整数」の3つのグループからなります。[14, 15]	基本	正負の数
中学1年	数学	正負の数	絶対値が6になる数をすべて答えなさい。	±6	6	-6	0	数直線上で原点からの距離が6である数は +6 と -6 の2つあります。[28]	基本	絶対値
中学1年	数学	正負の数	地点Aから東へ2m移動することを+2mと表すとき-5mはどのような移動を表しますか。	西へ5m移動	東へ5m移動	西へ2m移動	北へ5m移動	負の符号は反対方向を表します。	基本	正負の数
中学1年	数学	正負の数	日本(東経135度)が15日19時のとき、ロンドン(経度0度)は何時ですか。	15日10時	15日5時	16日4時	15日22時	日本はロンドンより9時間進んでいます。	標準	生活
中学1年	数学	正負の数	「自然数」とはどのような数のことですか。	正の整数	0以上の整数	負の整数	小数や分数	ものの個数を数えたり、順番を示したりするときに使われる1, 2, 3...のような正の整数のことです。	基本	用語
中学1年	数学	正負の数	「30」を素因数分解した式として正しいものを選びなさい。	2 × 3 × 5	2^2 × 3 × 5	3 × 10	2 × 15	自然数を素数だけの積で表すことを素因数分解といいます。	基本	計算
中学1年	数学	正負の数	「絶対値」とは、数直線上でどのような値を表したものですか。	原点からの距離	0より大きい値	符号を無視した数	数の大きさの順位	絶対値は数直線上で原点からある数に対応する点までの距離を表しており、常に0以上の値になります。	基本	用語
中学1年	数学	正負の数	累乗の計算で、(-1)^3 の結果はいくらになりますか。	-1	1	-3	3	(-1)を3回掛けるため、(-1)×(-1)×(-1)＝-1となります。	基本	計算
中学1年	数学	正負の数	「－7－(－11)」を計算しなさい。	4	-4	18	-18	引き算を足し算に直し，引く数の符号を入れかえて計算します。	基本	計算
中学1年	数学	素因数分解	18にできるだけ小さい自然数をかけて、ある自然数の2乗にするには何をかければよいですか。	2	3	4	9	18を素因数分解すると 2×3^2 となり、2の指数を偶数にするために「2」をかける必要があります。	標準	素因数分解
中学1年	数学	素因数分解	24 を素因数分解しなさい。	2^3 × 3	2^2 × 6	2 × 3^3	4 × 6	24を素数の積で表すと 2×2×2×3 となります。[1, 7]	基本	計算
中学1年	数学	素因数分解	360をできるだけ小さい自然数でわって、ある自然数の平方（2乗）にするには、何の数でわればよいですか。	10	2	5	6	360を素因数分解すると 2^3 × 3^2 × 5 となり、指数の奇数な 2 と 5 の積である 10 でわると平数になります。[1, 2]	標準	素因数分解
中学1年	数学	素因数分解	60を素因数分解しなさい。	2^2 × 3 × 5	2 × 3 × 5	2^2 × 3^2 × 5	2 × 3^2 × 5	60を素数で順に割っていくと、2×2×3×5となります。[1]	基本	計算
中学1年	数学	比例反比例	比例 y = ax のグラフが必ず通る点はどこですか。	原点	点(1, 1)	x軸上の点	y軸上の点	比例のグラフは、比例定数に関わらず必ず原点(0, 0)を通る直線になります。	基本	関数
中学1年	数学	比例反比例	「面積が 24 cm^2 の長方形の縦の長さ x cm と横の長さ y cm」の関係を式で表しなさい。	y = 24 / x	y = 24x	y = x / 24	xy = 1 / 24	面積が一定（24）の場合、縦と横の長さは反比例の関係 y = a / x になります。	基本	関数
中学1年	数学	比例反比例	変数 x, y の関係が y = ax（aは0でない定数）で表されるとき、y は x に何するといいますか。	比例する	反比例する	一致する	減少する	xの値が2倍、3倍になるとyの値も2倍、3倍になる関係を比例と呼びます。	基本	関数
中学1年	数学	比例反比例	y は x に反比例し、x = 3 のとき y = 4 です。このときの比例定数 a を求めなさい。	12	7	1	1.33	反比例の式 y = a / x において、比例定数 a は x と y の積（3 × 4）で求められます。	基本	関数
中学1年	数学	比例反比例	「y は x に比例し，x = 3 のとき y = 12 である」とき，y を x の式で表しなさい。	y = 4x	y = x / 4	y = 12x	y = 36/x	比例の式 y = ax に値を代入して，12 = a × 3 より比例定数 a = 4 を求めます。	基本	関数
中学1年	数学	比例反比例	比例 y = ax のグラフにおいて、a < 0 のときグラフはどのようになりますか。	右下がりの直線	右上がりの直線	原点を通らない直線	双曲線	比例定数が負のとき、xの値が増加するにつれてyの値は減少するため、グラフは右下がりになります。	基本	関数
中学1年	数学	比例反比例	「100cmのひもを x等分したときの 1本の長さ ycm」について、比例定数を答えなさい。[5, 6]	100	1	x	y	「y = 100/x」という反比例の式になり、分子の100が比例定数です。[5, 6]	基本	関数
中学1年	数学	比例反比例	「100cmのひもを x等分したときの1本の長さ ycm」において、比例定数を答えなさい。	100	1	x	y	y = 100/x という反比例の式になり、分子の100が比例定数です [4]。	基本	関数
中学1年	数学	比例反比例	「10Lの灯油があり、1時間に0.2Lずつ使う」とき、使い切るまでにかかる時間は？	50時間	2時間	20時間	5時間	10 ÷ 0.2 = 50時間となります。反比例ではなく比例・一次関数の考え方です [30]。"	標準	関数
中学1年	数学	比例反比例	「3mの重さが180gの針金」があるとき、この針金x mの重さをy gとしてyをxの式で表しなさい。	y = 60x	y = 180x	y = x/60	y = 60/x	1mあたりの重さは 180÷3=60g なので、y=60x という比例の式になります。	基本	関数
中学1年	数学	比例反比例	「5mの重さが350gの針金があるとき、この針金 1.5mの重さ」を求めなさい。	105g	70g	210g	52.5g	1mあたりの重さは 350÷5 = 70g。1.5mでは 70 × 1.5 = 105g となります。	基本	関数
中学1年	数学	比例反比例	「8人で折ると1人125羽」折る必要がある千羽鶴を「1人25羽」にするには何人で折ればよいですか。	40人	20人	50人	10人	「人数×1人あたりの数＝1000」の反比例関係（xy=1000）を利用して求めます。	標準	関数
中学1年	数学	比例反比例	「8人で折ると1人あたり125羽」折る必要がある千羽鶴を「1人あたり25羽」にするには何人で折ればよいですか。	40人	20人	50人	10人	（人数）×（1人あたりの数）＝1000 という反比例の関係（xy=1000）を利用します。	標準	関数
中学1年	数学	比例反比例	100cmのひもを x等分したときの1本の長さ ycmにおいて、比例定数を答えなさい。	100	1	x	y	y = 100/x という反比例の式になり、分子の100が比例定数です。	基本	関数
中学1年	数学	比例反比例	100cmのひもを x等分したときの1本の長さ ycmにおいて、比例定数を答えなさい。	100	1	x	y	y = 100 / x という反比例の式になり、分子の100が比例定数に当たります。	基本	関数
